disease type,sex,lhd,financial year,"rate per 100,000 population"
Lung Cancer,Females,South Western Sydney,2016/2017,40.3
Lung Cancer,Females,South Western Sydney,2017/2018,40.2
Lung Cancer,Females,South Western Sydney,2018/2019,46
Lung Cancer,Females,South Western Sydney,2019/2020,45.2
Lung Cancer,Females,South Western Sydney,2020/2021,51.6
Lung Cancer,Females,South Western Sydney,2021/2022,43.4
Lung Cancer,Females,South Eastern Sydney,2001/2002,37.3
Lung Cancer,Females,South Eastern Sydney,2002/2003,41.6
Lung Cancer,Females,South Eastern Sydney,2003/2004,47.7
Lung Cancer,Females,South Eastern Sydney,2004/2005,44.1
Lung Cancer,Females,South Eastern Sydney,2005/2006,48.4
Lung Cancer,Females,South Eastern Sydney,2006/2007,51.5
Lung Cancer,Females,South Eastern Sydney,2007/2008,52.5
Lung Cancer,Females,South Eastern Sydney,2008/2009,44.6
Lung Cancer,Females,South Eastern Sydney,2009/2010,44.6
Lung Cancer,Females,South Eastern Sydney,2010/2011,55.8
Lung Cancer,Females,South Eastern Sydney,2011/2012,51.3
Lung Cancer,Females,South Eastern Sydney,2012/2013,51.8
Lung Cancer,Females,South Eastern Sydney,2013/2014,44.5
Lung Cancer,Females,South Eastern Sydney,2014/2015,42.6
Lung Cancer,Females,South Eastern Sydney,2015/2016,36.9
Lung Cancer,Females,South Eastern Sydney,2016/2017,44.8
Lung Cancer,Females,South Eastern Sydney,2017/2018,38.9
Lung Cancer,Females,South Eastern Sydney,2018/2019,38.1
Lung Cancer,Females,South Eastern Sydney,2019/2020,31.8
Lung Cancer,Females,South Eastern Sydney,2020/2021,34.4
Lung Cancer,Females,South Eastern Sydney,2021/2022,31.7
Lung Cancer,Females,Illawarra Shoalhaven,2001/2002,39.5
Lung Cancer,Females,Illawarra Shoalhaven,2002/2003,36
Lung Cancer,Females,Illawarra Shoalhaven,2003/2004,50.5
Lung Cancer,Females,Illawarra Shoalhaven,2004/2005,43.5
Lung Cancer,Females,Illawarra Shoalhaven,2005/2006,50.8
Lung Cancer,Females,Illawarra Shoalhaven,2006/2007,35.8
Lung Cancer,Females,Illawarra Shoalhaven,2007/2008,83.7
Lung Cancer,Females,Illawarra Shoalhaven,2008/2009,103.4
Lung Cancer,Females,Illawarra Shoalhaven,2009/2010,107.8
Lung Cancer,Females,Illawarra Shoalhaven,2010/2011,52.7
Lung Cancer,Females,Illawarra Shoalhaven,2011/2012,61.2
Lung Cancer,Females,Illawarra Shoalhaven,2012/2013,55.5
Lung Cancer,Females,Illawarra Shoalhaven,2013/2014,49.6
Lung Cancer,Females,Illawarra Shoalhaven,2014/2015,49.9
Lung Cancer,Females,Illawarra Shoalhaven,2015/2016,46.1
Lung Cancer,Females,Illawarra Shoalhaven,2016/2017,54.4
Lung Cancer,Females,Illawarra Shoalhaven,2017/2018,56.6
Lung Cancer,Females,Illawarra Shoalhaven,2018/2019,42.6
Lung Cancer,Females,Illawarra Shoalhaven,2019/2020,54
Lung Cancer,Females,Illawarra Shoalhaven,2020/2021,38.3
Lung Cancer,Females,Illawarra Shoalhaven,2021/2022,40.9
Lung Cancer,Females,Western Sydney,2001/2002,40.4
Lung Cancer,Females,Western Sydney,2002/2003,43.8
Lung Cancer,Females,Western Sydney,2003/2004,54.5
Lung Cancer,Females,Western Sydney,2004/2005,53.7
Lung Cancer,Females,Western Sydney,2005/2006,51.7
Lung Cancer,Females,Western Sydney,2006/2007,46
Lung Cancer,Females,Western Sydney,2007/2008,42.4
Lung Cancer,Females,Western Sydney,2008/2009,43.3
Lung Cancer,Females,Western Sydney,2009/2010,54.3
Lung Cancer,Females,Western Sydney,2010/2011,33.1
Lung Cancer,Females,Western Sydney,2011/2012,38.1
Lung Cancer,Females,Western Sydney,2012/2013,41.8
Lung Cancer,Females,Western Sydney,2013/2014,38.4
Lung Cancer,Females,Western Sydney,2014/2015,46.1
Lung Cancer,Females,Western Sydney,2015/2016,46.8
Lung Cancer,Females,Western Sydney,2016/2017,47.4
Lung Cancer,Females,Western Sydney,2017/2018,45.8
Lung Cancer,Females,Western Sydney,2018/2019,46.1
Lung Cancer,Females,Western Sydney,2019/2020,38.1
Lung Cancer,Females,Western Sydney,2020/2021,48.3
Lung Cancer,Females,Western Sydney,2021/2022,33.3
Lung Cancer,Females,Nepean Blue Mountains,2001/2002,60.2
Lung Cancer,Females,Nepean Blue Mountains,2002/2003,76.1
Lung Cancer,Females,Nepean Blue Mountains,2003/2004,69.3
Lung Cancer,Females,Nepean Blue Mountains,2004/2005,62.2
Lung Cancer,Females,Nepean Blue Mountains,2005/2006,48.8
Lung Cancer,Females,Nepean Blue Mountains,2006/2007,54.6
Lung Cancer,Females,Nepean Blue Mountains,2007/2008,73
Lung Cancer,Females,Nepean Blue Mountains,2008/2009,74.8
Lung Cancer,Females,Nepean Blue Mountains,2009/2010,54.2
Lung Cancer,Females,Nepean Blue Mountains,2010/2011,36.4
Lung Cancer,Females,Nepean Blue Mountains,2011/2012,48.4
Lung Cancer,Females,Nepean Blue Mountains,2012/2013,39.5
Lung Cancer,Females,Nepean Blue Mountains,2013/2014,39.4
Lung Cancer,Females,Nepean Blue Mountains,2014/2015,41.2
Lung Cancer,Females,Nepean Blue Mountains,2015/2016,40.8
Lung Cancer,Females,Nepean Blue Mountains,2016/2017,37.5
Lung Cancer,Females,Nepean Blue Mountains,2017/2018,39.7
Lung Cancer,Females,Nepean Blue Mountains,2018/2019,39.9
Lung Cancer,Females,Nepean Blue Mountains,2019/2020,36.9
Lung Cancer,Females,Nepean Blue Mountains,2020/2021,49.5
Lung Cancer,Females,Nepean Blue Mountains,2021/2022,40.2
Lung Cancer,Females,Northern Sydney,2001/2002,48.1
Lung Cancer,Females,Northern Sydney,2002/2003,35.7
Lung Cancer,Females,Northern Sydney,2003/2004,56.4
Lung Cancer,Females,Northern Sydney,2004/2005,47.9
Lung Cancer,Females,Northern Sydney,2005/2006,54.4
Lung Cancer,Females,Northern Sydney,2006/2007,48.1
Lung Cancer,Females,Northern Sydney,2007/2008,52.2
Lung Cancer,Females,Northern Sydney,2008/2009,50.1
Lung Cancer,Females,Northern Sydney,2009/2010,61.3
Lung Cancer,Females,Northern Sydney,2010/2011,61
Lung Cancer,Females,Northern Sydney,2011/2012,51.8
Lung Cancer,Females,Northern Sydney,2012/2013,52.2
Lung Cancer,Females,Northern Sydney,2013/2014,43.7
Lung Cancer,Females,Northern Sydney,2014/2015,51.4
Lung Cancer,Females,Northern Sydney,2015/2016,60.7
Lung Cancer,Females,Northern Sydney,2016/2017,52.4
Lung Cancer,Females,Northern Sydney,2017/2018,49.8
Lung Cancer,Females,Northern Sydney,2018/2019,46.1
Lung Cancer,Females,Northern Sydney,2019/2020,45.2
Lung Cancer,Females,Northern Sydney,2020/2021,39.7
Lung Cancer,Females,Northern Sydney,2021/2022,38.6
Lung Cancer,Females,Central Coast,2001/2002,71
Lung Cancer,Females,Central Coast,2002/2003,51.8
Lung Cancer,Females,Central Coast,2003/2004,55.6
Lung Cancer,Females,Central Coast,2004/2005,55.1
Lung Cancer,Females,Central Coast,2005/2006,49.8
Lung Cancer,Females,Central Coast,2006/2007,68.5
Lung Cancer,Females,Central Coast,2007/2008,71.6
Lung Cancer,Females,Central Coast,2008/2009,57.1
Lung Cancer,Females,Central Coast,2009/2010,57
Lung Cancer,Females,Central Coast,2010/2011,39.2
Lung Cancer,Females,Central Coast,2011/2012,53.2
Lung Cancer,Females,Central Coast,2012/2013,43.7
Lung Cancer,Females,Central Coast,2013/2014,38.6
Lung Cancer,Females,Central Coast,2014/2015,49.9
Lung Cancer,Females,Central Coast,2015/2016,44.3
Lung Cancer,Females,Central Coast,2016/2017,54.3
Lung Cancer,Females,Central Coast,2017/2018,58.7
Lung Cancer,Females,Central Coast,2018/2019,56.6
Lung Cancer,Females,Central Coast,2019/2020,49.3
Lung Cancer,Females,Central Coast,2020/2021,56
Lung Cancer,Females,Central Coast,2021/2022,48.3
Lung Cancer,Females,Hunter New England,2001/2002,53
Lung Cancer,Females,Hunter New England,2002/2003,50.7
Lung Cancer,Females,Hunter New England,2003/2004,48.3
Lung Cancer,Females,Hunter New England,2004/2005,52.2
Lung Cancer,Females,Hunter New England,2005/2006,56.2
Lung Cancer,Females,Hunter New England,2006/2007,58.2
Lung Cancer,Females,Hunter New England,2007/2008,55.5
Lung Cancer,Females,Hunter New England,2008/2009,54.1
Lung Cancer,Females,Hunter New England,2009/2010,50.1
Lung Cancer,Females,Hunter New England,2010/2011,51.8
Lung Cancer,Females,Hunter New England,2011/2012,56.6
Lung Cancer,Females,Hunter New England,2012/2013,42.2
Lung Cancer,Females,Hunter New England,2013/2014,43
Lung Cancer,Females,Hunter New England,2014/2015,51.6
Lung Cancer,Females,Hunter New England,2015/2016,49.4
Lung Cancer,Females,Hunter New England,2016/2017,44
Lung Cancer,Females,Hunter New England,2017/2018,48.7
Lung Cancer,Females,Hunter New England,2018/2019,55.6
Lung Cancer,Females,Hunter New England,2019/2020,52.9
Lung Cancer,Females,Hunter New England,2020/2021,51.3
Lung Cancer,Females,Hunter New England,2021/2022,45.8
Lung Cancer,Females,Northern NSW,2001/2002,59
Lung Cancer,Females,Northern NSW,2002/2003,43.4
Lung Cancer,Females,Northern NSW,2003/2004,42.6
Lung Cancer,Females,Northern NSW,2004/2005,53.1
Lung Cancer,Females,Northern NSW,2005/2006,65.6
Lung Cancer,Females,Northern NSW,2006/2007,43.5
Lung Cancer,Females,Northern NSW,2007/2008,44.5
Lung Cancer,Females,Northern NSW,2008/2009,55.7
Lung Cancer,Females,Northern NSW,2009/2010,43.9
Lung Cancer,Females,Northern NSW,2010/2011,43
Lung Cancer,Females,Northern NSW,2011/2012,45.3
Lung Cancer,Females,Northern NSW,2012/2013,48.2
Lung Cancer,Females,Northern NSW,2013/2014,61.7
Lung Cancer,Females,Northern NSW,2014/2015,39.9
Lung Cancer,Females,Northern NSW,2015/2016,51.6
Lung Cancer,Females,Northern NSW,2016/2017,48.5
Lung Cancer,Females,Northern NSW,2017/2018,51.1
Lung Cancer,Females,Northern NSW,2018/2019,62.2
Lung Cancer,Females,Northern NSW,2019/2020,50.8
Lung Cancer,Females,Northern NSW,2020/2021,46
Lung Cancer,Females,Northern NSW,2021/2022,48.1
Lung Cancer,Females,Mid North Coast,2001/2002,55.9
Lung Cancer,Females,Mid North Coast,2002/2003,67
Lung Cancer,Females,Mid North Coast,2003/2004,44
Lung Cancer,Females,Mid North Coast,2004/2005,84.6
Lung Cancer,Females,Mid North Coast,2005/2006,63.9
Lung Cancer,Females,Mid North Coast,2006/2007,50.6
Lung Cancer,Females,Mid North Coast,2007/2008,30.6
Lung Cancer,Females,Mid North Coast,2008/2009,59.9
Lung Cancer,Females,Mid North Coast,2009/2010,42.9
Lung Cancer,Females,Mid North Coast,2010/2011,57.3
Lung Cancer,Females,Mid North Coast,2011/2012,63.9
Lung Cancer,Females,Mid North Coast,2012/2013,54.7
Lung Cancer,Females,Mid North Coast,2013/2014,49.6
Lung Cancer,Females,Mid North Coast,2014/2015,48.3
Lung Cancer,Females,Mid North Coast,2015/2016,51.8
Lung Cancer,Females,Mid North Coast,2016/2017,62.3
Lung Cancer,Females,Mid North Coast,2017/2018,44.2
Lung Cancer,Females,Mid North Coast,2018/2019,49.4
Lung Cancer,Females,Mid North Coast,2019/2020,53.7
Lung Cancer,Females,Mid North Coast,2020/2021,54.4
Lung Cancer,Females,Mid North Coast,2021/2022,72.4
Lung Cancer,Females,Southern NSW,2001/2002,48
Lung Cancer,Females,Southern NSW,2002/2003,45.3
Lung Cancer,Females,Southern NSW,2003/2004,47.8
Lung Cancer,Females,Southern NSW,2004/2005,25.1
Lung Cancer,Females,Southern NSW,2005/2006,45.7
Lung Cancer,Females,Southern NSW,2006/2007,36.9
Lung Cancer,Females,Southern NSW,2007/2008,81.4
Lung Cancer,Females,Southern NSW,2008/2009,46.5
Lung Cancer,Females,Southern NSW,2009/2010,57.5
Lung Cancer,Females,Southern NSW,2010/2011,67.6
Lung Cancer,Females,Southern NSW,2011/2012,60.1
Lung Cancer,Females,Southern NSW,2012/2013,41.6
Lung Cancer,Females,Southern NSW,2013/2014,43.4
Lung Cancer,Females,Southern NSW,2014/2015,43.7
Lung Cancer,Females,Southern NSW,2015/2016,48.4
Lung Cancer,Females,Southern NSW,2016/2017,60.1
Lung Cancer,Females,Southern NSW,2017/2018,53.7
Lung Cancer,Females,Southern NSW,2018/2019,45.5
Lung Cancer,Females,Southern NSW,2019/2020,48.4
Lung Cancer,Females,Southern NSW,2020/2021,32.8
Lung Cancer,Females,Southern NSW,2021/2022,35.4
Lung Cancer,Females,Murrumbidgee,2001/2002,66.8
Lung Cancer,Females,Murrumbidgee,2002/2003,57.8
Lung Cancer,Females,Murrumbidgee,2003/2004,63.6
Lung Cancer,Females,Murrumbidgee,2004/2005,69.1
Lung Cancer,Females,Murrumbidgee,2005/2006,78.8
Lung Cancer,Females,Murrumbidgee,2006/2007,68.1
Lung Cancer,Females,Murrumbidgee,2007/2008,58.6
Lung Cancer,Females,Murrumbidgee,2008/2009,65.6
Lung Cancer,Females,Murrumbidgee,2009/2010,62.7
Lung Cancer,Females,Murrumbidgee,2010/2011,69.6
Lung Cancer,Females,Murrumbidgee,2011/2012,60.2
Lung Cancer,Females,Murrumbidgee,2012/2013,76.4
Lung Cancer,Females,Murrumbidgee,2013/2014,62.5
Lung Cancer,Females,Murrumbidgee,2014/2015,82.5
Lung Cancer,Females,Murrumbidgee,2015/2016,73.9
Lung Cancer,Females,Murrumbidgee,2016/2017,65.2
Lung Cancer,Females,Murrumbidgee,2017/2018,79.2
Lung Cancer,Females,Murrumbidgee,2018/2019,81.2
Lung Cancer,Females,Murrumbidgee,2019/2020,87.3
Lung Cancer,Females,Murrumbidgee,2020/2021,55.3
Lung Cancer,Females,Murrumbidgee,2021/2022,57.6
Lung Cancer,Females,Western NSW,2001/2002,44.7
Lung Cancer,Females,Western NSW,2002/2003,49.6
Lung Cancer,Females,Western NSW,2003/2004,44.2
Lung Cancer,Females,Western NSW,2004/2005,59.3
Lung Cancer,Females,Western NSW,2005/2006,56.5
Lung Cancer,Females,Western NSW,2006/2007,62.6
Lung Cancer,Females,Western NSW,2007/2008,71.6
Lung Cancer,Females,Western NSW,2008/2009,60.2
Lung Cancer,Females,Western NSW,2009/2010,55
Lung Cancer,Females,Western NSW,2010/2011,65
Lung Cancer,Females,Western NSW,2011/2012,54.6
Lung Cancer,Females,Western NSW,2012/2013,52.7
Lung Cancer,Females,Western NSW,2013/2014,50
Lung Cancer,Females,Western NSW,2014/2015,39
Lung Cancer,Females,Western NSW,2015/2016,63.9
Lung Cancer,Females,Western NSW,2016/2017,73
Lung Cancer,Females,Western NSW,2017/2018,51.5
Lung Cancer,Females,Western NSW,2018/2019,77.9
Lung Cancer,Females,Western NSW,2019/2020,57.8
Lung Cancer,Females,Western NSW,2020/2021,73.3
Lung Cancer,Females,Western NSW,2021/2022,48.6
Lung Cancer,Females,Far West,2001/2002,77.8
Lung Cancer,Females,Far West,2002/2003,142.8
Lung Cancer,Females,Far West,2003/2004,108.3
Lung Cancer,Females,Far West,2004/2005,58.9
Lung Cancer,Females,Far West,2005/2006,62.8
Lung Cancer,Females,Far West,2006/2007,43.4
Lung Cancer,Females,Far West,2007/2008,35.5
Lung Cancer,Females,Far West,2008/2009,75.1
Lung Cancer,Females,Far West,2009/2010,83.6
Lung Cancer,Females,Far West,2010/2011,86.4
Lung Cancer,Females,Far West,2011/2012,63
Lung Cancer,Females,Far West,2012/2013,81.5
Lung Cancer,Females,Far West,2013/2014,34.3
Lung Cancer,Females,Far West,2014/2015,26.7
Lung Cancer,Females,Far West,2015/2016,85.9
Lung Cancer,Females,Far West,2016/2017,50.5
Lung Cancer,Females,Far West,2017/2018,31.1
Lung Cancer,Females,Far West,2018/2019,33.3
Lung Cancer,Females,Far West,2019/2020,12.9
Lung Cancer,Females,Far West,2020/2021,60.1
Lung Cancer,Females,Far West,2021/2022,74.4
Total,Males,Sydney,2001/2002,"1,627.80"
Total,Males,Sydney,2002/2003,"1,596.40"
Total,Males,Sydney,2003/2004,"1,636.30"
Total,Males,Sydney,2004/2005,"1,650.20"
Total,Males,Sydney,2005/2006,"1,536.80"
Total,Males,Sydney,2006/2007,"1,551.90"
Total,Males,Sydney,2007/2008,"1,601.20"
Total,Males,Sydney,2008/2009,"1,616.10"
Total,Males,Sydney,2009/2010,"1,553.50"
Total,Males,Sydney,2010/2011,"1,604.30"
Total,Males,Sydney,2011/2012,"1,652.60"
Total,Males,Sydney,2012/2013,"1,609.90"
Total,Males,Sydney,2013/2014,"1,607.80"
Total,Males,Sydney,2014/2015,"1,579.00"
Total,Males,Sydney,2015/2016,"1,655.70"
Total,Males,Sydney,2016/2017,"1,641.80"
Total,Males,Sydney,2017/2018,"1,730.60"
Total,Males,Sydney,2018/2019,"1,697.30"
Total,Males,Sydney,2019/2020,"1,456.40"
Total,Males,Sydney,2020/2021,"1,279.20"
Total,Males,Sydney,2021/2022,"1,364.70"
Total,Males,South Western Sydney,2001/2002,"1,715.90"
Total,Males,South Western Sydney,2002/2003,"1,638.90"
Total,Males,South Western Sydney,2003/2004,"1,607.20"
Total,Males,South Western Sydney,2004/2005,"1,625.30"
Total,Males,South Western Sydney,2005/2006,"1,661.90"
Total,Males,South Western Sydney,2006/2007,"1,666.40"
Total,Males,South Western Sydney,2007/2008,"1,759.30"
Total,Males,South Western Sydney,2008/2009,"1,754.60"
Total,Males,South Western Sydney,2009/2010,"1,746.60"
Total,Males,South Western Sydney,2010/2011,"1,763.70"
Total,Males,South Western Sydney,2011/2012,"1,904.20"
Total,Males,South Western Sydney,2012/2013,"1,877.20"
Total,Males,South Western Sydney,2013/2014,"1,828.20"
Total,Males,South Western Sydney,2014/2015,"1,896.20"
Total,Males,South Western Sydney,2015/2016,"1,915.80"
Total,Males,South Western Sydney,2016/2017,"1,937.70"
Total,Males,South Western Sydney,2017/2018,"2,002.20"
Total,Males,South Western Sydney,2018/2019,"2,000.70"
Total,Males,South Western Sydney,2019/2020,"1,698.80"
Total,Males,South Western Sydney,2020/2021,"1,555.50"
Total,Males,South Western Sydney,2021/2022,"1,794.70"
Total,Males,South Eastern Sydney,2001/2002,"1,451.90"
Total,Males,South Eastern Sydney,2002/2003,"1,490.40"
Total,Males,South Eastern Sydney,2003/2004,"1,432.80"
Total,Males,South Eastern Sydney,2004/2005,"1,482.50"
Total,Males,South Eastern Sydney,2005/2006,"1,432.00"
Total,Males,South Eastern Sydney,2006/2007,"1,473.80"
Total,Males,South Eastern Sydney,2007/2008,"1,597.20"
Total,Males,South Eastern Sydney,2008/2009,"1,523.30"
Total,Males,South Eastern Sydney,2009/2010,"1,476.60"
Total,Males,South Eastern Sydney,2010/2011,"1,501.60"
Total,Males,South Eastern Sydney,2011/2012,"1,532.20"
Total,Males,South Eastern Sydney,2012/2013,"1,472.40"
Total,Males,South Eastern Sydney,2013/2014,"1,453.70"
Total,Males,South Eastern Sydney,2014/2015,"1,519.90"
Total,Males,South Eastern Sydney,2015/2016,"1,469.20"
Total,Males,South Eastern Sydney,2016/2017,"1,484.30"
Total,Males,South Eastern Sydney,2017/2018,"1,463.10"
Total,Males,South Eastern Sydney,2018/2019,"1,487.80"
Total,Males,South Eastern Sydney,2019/2020,"1,319.60"
Total,Males,South Eastern Sydney,2020/2021,"1,215.40"
Total,Males,South Eastern Sydney,2021/2022,"1,383.20"
Total,Males,Illawarra Shoalhaven,2001/2002,"1,640.40"
Total,Males,Illawarra Shoalhaven,2002/2003,"1,452.10"
Total,Males,Illawarra Shoalhaven,2003/2004,"1,511.80"
Total,Males,Illawarra Shoalhaven,2004/2005,"1,465.20"
Total,Males,Illawarra Shoalhaven,2005/2006,"1,447.40"
Total,Males,Illawarra Shoalhaven,2006/2007,"1,473.20"
Total,Males,Illawarra Shoalhaven,2007/2008,"1,626.30"
Total,Males,Illawarra Shoalhaven,2008/2009,"1,725.90"
Total,Males,Illawarra Shoalhaven,2009/2010,"1,673.50"
Total,Males,Illawarra Shoalhaven,2010/2011,"1,746.90"
Total,Males,Illawarra Shoalhaven,2011/2012,"1,707.20"
Total,Males,Illawarra Shoalhaven,2012/2013,"1,675.40"
Total,Males,Illawarra Shoalhaven,2013/2014,"1,658.50"
Total,Males,Illawarra Shoalhaven,2014/2015,"1,766.80"
Total,Males,Illawarra Shoalhaven,2015/2016,"1,654.50"
Total,Males,Illawarra Shoalhaven,2016/2017,"1,645.20"
Total,Males,Illawarra Shoalhaven,2017/2018,"1,715.50"
Total,Males,Illawarra Shoalhaven,2018/2019,"1,627.40"
Total,Males,Illawarra Shoalhaven,2019/2020,"1,431.40"
Total,Males,Illawarra Shoalhaven,2020/2021,"1,324.50"
Total,Males,Illawarra Shoalhaven,2021/2022,"1,286.20"
Total,Males,Western Sydney,2001/2002,"1,509.10"
Total,Males,Western Sydney,2002/2003,"1,446.00"
Total,Males,Western Sydney,2003/2004,"1,460.90"
Total,Males,Western Sydney,2004/2005,"1,364.90"
Total,Males,Western Sydney,2005/2006,"1,381.20"
Total,Males,Western Sydney,2006/2007,"1,454.10"
Total,Males,Western Sydney,2007/2008,"1,505.60"
Total,Males,Western Sydney,2008/2009,"1,505.70"
Total,Males,Western Sydney,2009/2010,"1,561.90"
Total,Males,Western Sydney,2010/2011,"1,504.90"
Total,Males,Western Sydney,2011/2012,"1,590.30"
Total,Males,Western Sydney,2012/2013,"1,640.00"
Total,Males,Western Sydney,2013/2014,"1,712.00"
Total,Males,Western Sydney,2014/2015,"1,770.90"
Total,Males,Western Sydney,2015/2016,"1,707.30"
Total,Males,Western Sydney,2016/2017,"1,746.80"
Total,Males,Western Sydney,2017/2018,"1,749.70"
Total,Males,Western Sydney,2018/2019,"1,804.20"
Total,Males,Western Sydney,2019/2020,"1,556.00"
Total,Males,Western Sydney,2020/2021,"1,547.10"
Total,Males,Western Sydney,2021/2022,"1,684.60"
Total,Males,Nepean Blue Mountains,2001/2002,"1,872.50"
