"Acute respiratory infection hospitalisations by Acute respiratory infection, Age (years), Sex and LHD",,,,,,,
Acute respiratory infection,Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All acute respiratory infection,All ages,Females,Mid North Coast LHD,4-May,696.1,643.3,752
All acute respiratory infection,All ages,Females,Mid North Coast LHD,5-Jun,578.8,531.6,629
All acute respiratory infection,All ages,Females,Mid North Coast LHD,6-Jul,623.8,574.9,675.7
All acute respiratory infection,All ages,Females,Mid North Coast LHD,7-Aug,741.8,688.5,798.1
All acute respiratory infection,All ages,Females,Mid North Coast LHD,8-Sep,723.7,672.2,778.2
All acute respiratory infection,All ages,Females,Mid North Coast LHD,9-Oct,628.4,580.8,678.9
All acute respiratory infection,All ages,Females,Mid North Coast LHD,10-Nov,628.2,581.3,677.8
All acute respiratory infection,All ages,Females,Mid North Coast LHD,11-Dec,616.7,570.5,665.6
All acute respiratory infection,All ages,Females,Mid North Coast LHD,Dec-13,578.8,535.4,624.8
All acute respiratory infection,All ages,Females,Mid North Coast LHD,13/14,613.5,568.6,661
All acute respiratory infection,All ages,Females,Mid North Coast LHD,14/15,619.1,574.2,666.7
All acute respiratory infection,All ages,Females,Mid North Coast LHD,15/16,645.8,599.1,695.2
All acute respiratory infection,All ages,Females,Mid North Coast LHD,16/17,645.3,598.8,694.5
All acute respiratory infection,All ages,Females,Mid North Coast LHD,17/18,643.2,597.3,691.6
All acute respiratory infection,All ages,Females,Mid North Coast LHD,18/19,680.3,632.7,730.5
All acute respiratory infection,All ages,Females,Mid North Coast LHD,19/20,577.9,534.7,623.7
All acute respiratory infection,All ages,Females,Mid North Coast LHD,20/21,481,440.4,524.3
All acute respiratory infection,All ages,Females,Southern NSW LHD,1-Feb,642,590.2,697.1
All acute respiratory infection,All ages,Females,Southern NSW LHD,2-Mar,625,574.3,679
All acute respiratory infection,All ages,Females,Southern NSW LHD,3-Apr,638.1,586.9,692.6
All acute respiratory infection,All ages,Females,Southern NSW LHD,4-May,621.6,571.3,675.2
All acute respiratory infection,All ages,Females,Southern NSW LHD,5-Jun,585.3,536.6,637.3
All acute respiratory infection,All ages,Females,Southern NSW LHD,6-Jul,618.8,569.1,671.5
All acute respiratory infection,All ages,Females,Southern NSW LHD,7-Aug,626.3,577,678.8
All acute respiratory infection,All ages,Females,Southern NSW LHD,8-Sep,685.6,634.4,739.9
All acute respiratory infection,All ages,Females,Southern NSW LHD,9-Oct,608.6,560.6,659.6
All acute respiratory infection,All ages,Females,Southern NSW LHD,10-Nov,723.1,671.3,777.8
All acute respiratory infection,All ages,Females,Southern NSW LHD,11-Dec,679,629.1,731.9
All acute respiratory infection,All ages,Females,Southern NSW LHD,Dec-13,639.1,591.6,689.5
All acute respiratory infection,All ages,Females,Southern NSW LHD,13/14,597,550.4,646.5
All acute respiratory infection,All ages,Females,Southern NSW LHD,14/15,637.5,589.9,687.9
All acute respiratory infection,All ages,Females,Southern NSW LHD,15/16,708.9,657.7,763
All acute respiratory infection,All ages,Females,Southern NSW LHD,16/17,735.1,684.6,788.4
All acute respiratory infection,All ages,Females,Southern NSW LHD,17/18,767.5,715.9,821.8
All acute respiratory infection,All ages,Females,Southern NSW LHD,18/19,723.9,672.6,778.1
All acute respiratory infection,All ages,Females,Southern NSW LHD,19/20,600.9,555.8,648.7
All acute respiratory infection,All ages,Females,Southern NSW LHD,20/21,522.7,480,568.1
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,1-Feb,810.4,761.2,861.9
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,2-Mar,832.5,782.9,884.6
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,3-Apr,884,832.2,938.3
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,4-May,843.6,793,896.7
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,5-Jun,821.3,771.5,873.6
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,6-Jul,770.6,722.4,821.2
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,7-Aug,912.8,860.6,967.3
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,8-Sep,856.7,806.1,909.7
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,9-Oct,783.7,735.6,834.1
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,10-Nov,865.3,814.2,918.7
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,11-Dec,801.9,753.1,853.1
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,Dec-13,741.9,695.9,790.2
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,13/14,766.9,720,816.1
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,14/15,789.5,742.3,838.8
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,15/16,886.9,836.2,939.9
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,16/17,"1,057.70","1,002.20","1,115.40"
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,17/18,"1,029.20",975.1,"1,085.50"
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,18/19,"1,092.90","1,036.50","1,151.70"
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,19/20,899.9,849.3,952.7
All acute respiratory infection,All ages,Females,Murrumbidgee LHD,20/21,597.1,555.7,640.8
All acute respiratory infection,All ages,Females,Western NSW LHD,1-Feb,"1,035.40",982.8,"1,090.10"
All acute respiratory infection,All ages,Females,Western NSW LHD,2-Mar,"1,012.00",960,"1,066.30"
All acute respiratory infection,All ages,Females,Western NSW LHD,3-Apr,"1,051.00",997.6,"1,106.60"
All acute respiratory infection,All ages,Females,Western NSW LHD,4-May,896.6,847.4,948
All acute respiratory infection,All ages,Females,Western NSW LHD,5-Jun,"1,063.10","1,008.90","1,119.50"
All acute respiratory infection,All ages,Females,Western NSW LHD,6-Jul,817.8,770.6,867
All acute respiratory infection,All ages,Females,Western NSW LHD,7-Aug,"1,024.70",972,"1,079.70"
All acute respiratory infection,All ages,Females,Western NSW LHD,8-Sep,914.7,865.3,966.2
All acute respiratory infection,All ages,Females,Western NSW LHD,9-Oct,874.2,826.2,924.2
All acute respiratory infection,All ages,Females,Western NSW LHD,10-Nov,950,900.2,"1,001.90"
All acute respiratory infection,All ages,Females,Western NSW LHD,11-Dec,892.8,844.8,942.8
All acute respiratory infection,All ages,Females,Western NSW LHD,Dec-13,803.7,758.8,850.6
All acute respiratory infection,All ages,Females,Western NSW LHD,13/14,845,798.9,893.1
All acute respiratory infection,All ages,Females,Western NSW LHD,14/15,817.1,772.3,863.9
All acute respiratory infection,All ages,Females,Western NSW LHD,15/16,885.2,838.5,933.9
All acute respiratory infection,All ages,Females,Western NSW LHD,16/17,"1,036.70",986.1,"1,089.20"
All acute respiratory infection,All ages,Females,Western NSW LHD,17/18,"1,009.00",959.1,"1,061.00"
All acute respiratory infection,All ages,Females,Western NSW LHD,18/19,976.2,926.3,"1,028.00"
All acute respiratory infection,All ages,Females,Western NSW LHD,19/20,884.9,837.5,934.3
All acute respiratory infection,All ages,Females,Western NSW LHD,20/21,588.7,550.3,629
All acute respiratory infection,All ages,Females,All LHDs,1-Feb,479,471.6,486.4
All acute respiratory infection,All ages,Females,All LHDs,2-Mar,486.7,479.4,494.2
All acute respiratory infection,All ages,Females,All LHDs,3-Apr,502.7,495.3,510.3
All acute respiratory infection,All ages,Females,All LHDs,4-May,479.3,472.1,486.7
All acute respiratory infection,All ages,Females,All LHDs,5-Jun,483.7,476.5,491.1
All acute respiratory infection,All ages,Females,All LHDs,6-Jul,468.3,461.2,475.4
All acute respiratory infection,All ages,Females,All LHDs,7-Aug,533,525.6,540.6
All acute respiratory infection,All ages,Females,All LHDs,8-Sep,511.2,503.9,518.5
All acute respiratory infection,All ages,Females,All LHDs,9-Oct,492.6,485.5,499.7
All acute respiratory infection,All ages,Females,All LHDs,10-Nov,531.1,523.8,538.5
All acute respiratory infection,All ages,Females,All LHDs,11-Dec,544.3,537,551.7
All acute respiratory infection,All ages,Females,All LHDs,Dec-13,507.3,500.3,514.3
All acute respiratory infection,All ages,Females,All LHDs,13/14,523,515.9,530.2
All acute respiratory infection,All ages,Females,All LHDs,14/15,589.7,582.2,597.2
All acute respiratory infection,All ages,Females,All LHDs,15/16,590.6,583.2,598.1
All acute respiratory infection,All ages,Females,All LHDs,16/17,619.1,611.6,626.7
All acute respiratory infection,All ages,Females,All LHDs,17/18,665.3,657.5,673
All acute respiratory infection,All ages,Females,All LHDs,18/19,675.4,667.6,683.3
All acute respiratory infection,All ages,Females,All LHDs,19/20,589.2,581.9,596.4
All acute respiratory infection,All ages,Females,All LHDs,20/21,415.3,409.1,421.5
All acute respiratory infection,All ages,Persons,Sydney LHD,1-Feb,473.9,454.1,494.2
All acute respiratory infection,All ages,Persons,Sydney LHD,2-Mar,474.2,454.4,494.6
All acute respiratory infection,All ages,Persons,Sydney LHD,3-Apr,481.3,461.4,501.8
All acute respiratory infection,All ages,Persons,Sydney LHD,4-May,463.3,444,483.3
All acute respiratory infection,All ages,Persons,Sydney LHD,5-Jun,418.5,400.3,437.3
All acute respiratory infection,All ages,Persons,Sydney LHD,6-Jul,449.6,431.1,468.7
All acute respiratory infection,All ages,Persons,Sydney LHD,7-Aug,473.4,454.6,492.7
All acute respiratory infection,All ages,Persons,Sydney LHD,8-Sep,458.7,440.5,477.4
All acute respiratory infection,All ages,Persons,Sydney LHD,9-Oct,460.8,442.8,479.4
All acute respiratory infection,All ages,Persons,Sydney LHD,10-Nov,480.1,461.8,498.9
All acute respiratory infection,All ages,Persons,Sydney LHD,11-Dec,517.4,498.6,536.7
All acute respiratory infection,All ages,Persons,Sydney LHD,Dec-13,493,474.9,511.5
All acute respiratory infection,All ages,Persons,Sydney LHD,13/14,499.7,481.7,518.2
All acute respiratory infection,All ages,Persons,Sydney LHD,14/15,547.5,528.9,566.6
All acute respiratory infection,All ages,Persons,Sydney LHD,15/16,568.8,549.9,588.1
All acute respiratory infection,All ages,Persons,Sydney LHD,16/17,591.1,572.1,610.6
All acute respiratory infection,All ages,Persons,Sydney LHD,17/18,639.1,619.6,659
All acute respiratory infection,All ages,Persons,Sydney LHD,18/19,615.7,596.6,635.2
All acute respiratory infection,All ages,Persons,Sydney LHD,19/20,545.6,527.9,563.8
All acute respiratory infection,All ages,Persons,Sydney LHD,20/21,369.6,354.8,384.8
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,1-Feb,499.9,484,516.3
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,2-Mar,515.4,499.2,531.9
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,3-Apr,541.8,525.3,558.6
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,4-May,506.5,490.7,522.7
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,5-Jun,508.6,493,524.6
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,6-Jul,529.3,513.4,545.5
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,7-Aug,592,575.5,608.8
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,8-Sep,548,532.3,564.1
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,9-Oct,561,545.3,577
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,10-Nov,599.5,583.4,615.9
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,11-Dec,686,668.9,703.4
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,Dec-13,640.2,623.9,656.8
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,13/14,652.9,636.6,669.5
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,14/15,716.6,699.7,733.9
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,15/16,719.6,702.9,736.6
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,16/17,780.2,763,797.7
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,17/18,851.3,833.6,869.3
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,18/19,845.2,827.8,862.9
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,19/20,724.6,708.6,740.8
All acute respiratory infection,All ages,Persons,South Western Sydney LHD,20/21,521.7,508.3,535.4
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,1-Feb,400.9,386.7,415.6
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,2-Mar,422.8,408.2,437.7
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,3-Apr,430.1,415.5,445.1
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,4-May,434.2,419.5,449.2
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,5-Jun,446.8,431.9,462
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,6-Jul,429.8,415.5,444.6
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,7-Aug,485.5,470.4,501
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,8-Sep,442.7,428.5,457.3
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,9-Oct,443.2,429.1,457.8
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,10-Nov,451.2,437,465.7
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,11-Dec,500,485.2,515.1
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,Dec-13,449.3,435.4,463.5
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,13/14,452.4,438.5,466.6
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,14/15,518.2,503.4,533.3
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,15/16,488,473.8,502.6
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,16/17,500,485.8,514.6
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,17/18,531.2,516.7,546
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,18/19,594.5,579,610.3
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,19/20,530.6,516.1,545.4
All acute respiratory infection,All ages,Persons,South Eastern Sydney LHD,20/21,338.8,326.9,351
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,1-Feb,441.7,420.5,463.7
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,2-Mar,392.2,372.3,412.8
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,3-Apr,435.4,414.4,457.1
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,4-May,454.4,433,476.6
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,5-Jun,461.8,440.3,484.2
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,6-Jul,449.4,428.3,471.2
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,7-Aug,495.2,473.1,518
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,8-Sep,536.3,513.7,559.7
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,9-Oct,491.8,470.4,514
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,10-Nov,488.7,467.6,510.4
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,11-Dec,491.1,470.2,512.8
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,Dec-13,491,470.4,512.3
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,13/14,492.8,472.3,513.9
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,14/15,566.2,544.2,589
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,15/16,507.6,486.8,529.1
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,16/17,523,502.1,544.7
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,17/18,591.7,569.8,614.3
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,18/19,592,569.9,614.7
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,19/20,553.1,532,574.8
All acute respiratory infection,All ages,Persons,Illawarra Shoalhaven LHD,20/21,383.9,366,402.4
All acute respiratory infection,All ages,Persons,Western Sydney LHD,1-Feb,460.6,444.3,477.3
All acute respiratory infection,All ages,Persons,Western Sydney LHD,2-Mar,428.2,412.6,444.3
All acute respiratory infection,All ages,Persons,Western Sydney LHD,3-Apr,455.6,439.6,472.1
All acute respiratory infection,All ages,Persons,Western Sydney LHD,4-May,416.2,401,431.9
